borough,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups,loadrank
0.0,20150101,1,1,1,3,2015,5.0,10.0,30.0,7.0,1023.5,0.0,1,152,0
0.0,20150101,2,1,1,3,2015,3.0,10.0,30.0,6.0,1023.0,0.0,1,120,0
0.0,20150101,3,1,1,3,2015,5.0,10.0,30.0,8.0,1022.3,0.0,1,132,0
0.0,20150101,4,1,1,3,2015,5.0,10.0,29.0,9.0,1022.0,0.0,1,128,0
0.0,20150101,5,1,1,3,2015,5.0,10.0,28.0,9.0,1021.8,0.0,1,87,0
0.0,20150101,6,1,1,3,2015,10.0,10.0,28.0,8.0,1020.7,0.0,1,65,0
0.0,20150101,7,1,1,3,2015,9.0,10.0,28.0,10.0,1020.5,0.0,1,25,0
0.0,20150101,8,1,1,3,2015,7.0,10.0,27.0,9.0,1020.5,0.0,1,17,0
0.0,20150101,9,1,1,3,2015,3.0,10.0,27.0,7.0,1020.0,0.0,1,13,0
0.0,20150101,10,1,1,3,2015,3.0,10.0,27.0,6.0,1020.2,0.0,1,14,0
0.0,20150101,11,1,1,3,2015,3.0,10.0,27.0,7.0,1020.9,0.0,1,14,0
0.0,20150101,12,1,1,3,2015,3.0,10.0,27.0,7.0,1020.9,0.0,1,12,0
0.0,20150101,13,1,1,3,2015,7.0,10.0,27.0,7.0,1021.2,0.0,1,18,0
0.0,20150101,14,1,1,3,2015,0.0,10.0,28.0,6.0,1021.4,0.0,1,23,0
0.0,20150101,15,1,1,3,2015,6.0,10.0,30.0,6.0,1021.9,0.0,1,21,0
0.0,20150101,16,1,1,3,2015,3.0,10.0,31.0,6.0,1020.7,0.0,1,19,0
0.0,20150101,17,1,1,3,2015,11.0,10.0,33.0,7.0,1019.1,0.0,1,39,0
0.0,20150101,18,1,1,3,2015,10.0,10.0,35.0,7.0,1017.3,0.0,1,28,0
0.0,20150101,19,1,1,3,2015,7.0,10.0,37.0,7.0,1016.2,0.0,1,26,0
0.0,20150101,20,1,1,3,2015,9.0,10.0,38.0,8.0,1015.8,0.0,1,33,0
0.0,20150101,21,1,1,3,2015,8.0,10.0,39.0,10.0,1015.2,0.0,1,30,0
0.0,20150101,22,1,1,3,2015,11.0,10.0,39.0,11.0,1015.1,0.0,1,32,0
0.0,20150101,23,1,1,3,2015,7.0,10.0,39.0,13.0,1015.1,0.0,1,27,0
0.0,20150102,0,1,2,4,2015,0.0,10.0,39.0,13.0,1015.3,0.0,0,24,0
0.0,20150102,1,1,2,4,2015,7.0,10.0,38.0,15.0,1015.4,0.0,0,19,0
0.0,20150102,2,1,2,4,2015,9.0,10.0,38.0,16.0,1015.2,0.0,0,16,0
0.0,20150102,3,1,2,4,2015,8.0,10.0,38.0,16.0,1015.5,0.0,0,7,0
0.0,20150102,4,1,2,4,2015,10.0,10.0,38.0,17.0,1016.4,0.0,0,10,0
0.0,20150102,5,1,2,4,2015,10.0,10.0,37.0,17.0,1016.4,0.0,0,9,0
0.0,20150102,6,1,2,4,2015,8.0,10.0,38.0,15.0,1016.2,0.0,0,7,0
0.0,20150102,7,1,2,4,2015,8.0,10.0,37.0,16.0,1016.8,0.0,0,15,0
0.0,20150102,8,1,2,4,2015,7.0,10.0,37.0,16.0,1017.6,0.0,0,11,0
0.0,20150102,9,1,2,4,2015,5.0,10.0,37.0,15.0,1017.7,0.0,0,10,0
0.0,20150102,10,1,2,4,2015,3.0,10.0,36.0,16.0,1018.0,0.0,0,21,0
0.0,20150102,11,1,2,4,2015,8.0,10.0,36.0,16.0,1019.6,0.0,0,21,0
0.0,20150102,12,1,2,4,2015,5.0,10.0,36.0,16.0,1020.9,0.0,0,26,0
0.0,20150102,13,1,2,4,2015,7.0,10.0,36.0,16.0,1021.7,0.0,0,30,0
0.0,20150102,14,1,2,4,2015,6.0,10.0,38.0,16.0,1022.4,0.0,0,16,0
0.0,20150102,15,1,2,4,2015,8.0,10.0,39.0,17.0,1023.3,0.0,0,19,0
0.0,20150102,16,1,2,4,2015,9.5,10.0,41.0,17.0,1023.1,0.0,0,24,0
0.0,20150102,17,1,2,4,2015,11.0,10.0,40.0,17.0,1022.7,0.0,0,35,0
0.0,20150102,18,1,2,4,2015,10.0,10.0,41.0,16.0,1022.6,0.0,0,29,0
0.0,20150102,19,1,2,4,2015,9.0,10.0,42.0,16.0,1022.7,0.0,0,34,0
0.0,20150102,20,1,2,4,2015,8.5,10.0,42.0,16.0,1023.8,0.0,0,36,0
0.0,20150102,21,1,2,4,2015,8.0,10.0,42.0,15.0,1024.4,0.0,0,29,0
0.0,20150102,22,1,2,4,2015,9.0,10.0,41.0,17.0,1025.1,0.0,0,44,0
0.0,20150102,23,1,2,4,2015,7.0,10.0,40.0,16.0,1026.1,0.0,0,53,0
0.0,20150103,0,1,3,5,2015,10.0,10.0,40.0,17.0,1027.3,0.0,0,44,0
0.0,20150103,1,1,3,5,2015,6.0,10.0,38.0,18.0,1028.2,0.0,0,27,0
0.0,20150103,2,1,3,5,2015,5.0,10.0,38.0,18.0,1029.1,0.0,0,30,0
0.0,20150103,3,1,3,5,2015,5.0,10.0,37.0,18.0,1029.9,0.0,0,14,0
0.0,20150103,4,1,3,5,2015,3.0,10.0,36.0,19.0,1030.6,0.0,0,20,0
0.0,20150103,5,1,3,5,2015,5.0,10.0,35.0,20.0,1031.3,0.0,0,14,0
0.0,20150103,6,1,3,5,2015,7.0,10.0,35.0,18.0,1031.5,0.0,0,15,0
0.0,20150103,7,1,3,5,2015,0.0,10.0,34.0,18.0,1031.8,0.0,0,12,0
0.0,20150103,8,1,3,5,2015,6.0,10.0,35.0,16.0,1032.5,0.0,0,14,0
0.0,20150103,9,1,3,5,2015,7.0,10.0,35.0,17.0,1033.3,0.0,0,14,0
0.0,20150103,10,1,3,5,2015,6.0,10.0,34.0,18.0,1033.9,0.0,0,13,0
0.0,20150103,11,1,3,5,2015,6.0,10.0,34.0,20.0,1034.6,0.0,0,18,0
0.0,20150103,12,1,3,5,2015,6.0,10.0,34.0,20.0,1034.9,0.0,0,24,0
0.0,20150103,13,1,3,5,2015,9.0,10.0,34.0,20.0,1035.1,0.0,0,27,0
0.0,20150103,14,1,3,5,2015,7.0,10.0,35.0,18.0,1035.6,0.0,0,36,0
0.0,20150103,15,1,3,5,2015,5.5,10.0,36.5,18.5,1035.7,0.0,0,37,0
0.0,20150103,16,1,3,5,2015,9.0,10.0,37.0,19.0,1034.3,0.0,0,32,0
0.0,20150103,17,1,3,5,2015,7.0,5.9,38.0,23.0,1033.6,0.0,0,37,0
0.0,20150103,18,1,3,5,2015,7.8,2.22,35.6,29.0,1032.7,0.0,0,40,0
0.0,20150103,19,1,3,5,2015,7.5,1.2,34.0,30.0,1032.7,0.0,0,48,0
0.0,20150103,20,1,3,5,2015,5.75,1.65,34.25,31.0,1031.2,0.0,0,66,0
0.0,20150103,21,1,3,5,2015,7.0,1.65,35.0,32.0,1031.0,0.0,0,49,0
0.0,20150103,22,1,3,5,2015,6.5,2.75,35.75,32.25,1029.4,0.0,0,49,0
0.0,20150103,23,1,3,5,2015,4.8,2.7,36.4,33.6,1028.6,0.0,0,39,0
0.0,20150104,0,1,4,6,2015,5.75,2.75,37.25,35.25,1027.9,0.0,0,33,0
0.0,20150104,1,1,4,6,2015,6.0,2.0,38.5,35.5,1025.9,0.0,0,35,0
0.0,20150104,2,1,4,6,2015,7.2,2.7,39.6,36.8,1023.8,0.0,0,33,0
0.0,20150104,3,1,4,6,2015,7.33333333333333,3.0,40.3333333333333,37.6666666666667,1021.9,0.0,0,32,0
0.0,20150104,4,1,4,6,2015,7.66666666666667,2.83333333333333,41.0,38.3333333333333,1020.5,0.0,0,12,0
0.0,20150104,5,1,4,6,2015,8.0,2.83333333333333,42.3333333333333,39.0,1018.7,0.0,0,18,0
0.0,20150104,6,1,4,6,2015,4.0,4.0,42.0,40.0,1017.1,0.0,0,10,0
0.0,20150104,7,1,4,6,2015,3.2,2.3,43.0,40.8,1015.8,0.0,0,14,0
0.0,20150104,8,1,4,6,2015,1.0,1.53333333333333,42.6666666666667,40.3333333333333,1015.1,0.0,0,17,0
0.0,20150104,9,1,4,6,2015,0.0,1.4,41.75,40.0,1014.9,0.0,0,13,0
0.0,20150104,10,1,4,6,2015,2.83333333333333,2.75,42.8333333333333,40.6666666666667,1014.5,0.0,0,22,0
0.0,20150104,11,1,4,6,2015,7.0,5.0,45.0,43.0,1014.0,0.0,0,17,0
0.0,20150104,12,1,4,6,2015,6.0,9.1,45.0,42.0,1013.8,0.0,0,25,0
0.0,20150104,13,1,4,6,2015,8.0,8.0,44.0,41.0,1013.4,0.0,0,28,0
0.0,20150104,14,1,4,6,2015,3.0,8.5,45.0,41.0,1012.8,0.0,0,32,0
0.0,20150104,15,1,4,6,2015,5.0,10.0,46.0,43.0,1011.6,0.0,0,24,0
0.0,20150104,16,1,4,6,2015,6.0,10.0,47.0,44.0,1010.9,0.0,0,31,0
0.0,20150104,17,1,4,6,2015,7.5,8.0,49.5,47.0,1009.3,0.0,0,35,0
0.0,20150104,18,1,4,6,2015,8.33333333333333,6.0,50.3333333333333,47.0,1007.6,0.0,0,24,0
0.0,20150104,19,1,4,6,2015,4.0,6.0,50.5,48.0,1007.2,0.0,0,36,0
0.0,20150104,20,1,4,6,2015,8.0,9.55,52.5,49.0,1006.3,0.0,0,25,0
0.0,20150104,21,1,4,6,2015,7.5,10.0,54.0,49.0,1005.9,0.0,0,32,0
0.0,20150104,22,1,4,6,2015,7.0,10.0,55.0,50.0,1004.9,0.0,0,20,0
0.0,20150104,23,1,4,6,2015,5.0,10.0,55.0,50.0,1004.3,0.0,0,22,0
0.0,20150105,0,1,5,0,2015,6.33333333333333,10.0,55.3333333333333,50.0,1005.4,0.0,0,16,0
0.0,20150105,1,1,5,0,2015,6.5,5.5,53.0,50.0,1005.1,0.0,0,7,0
0.0,20150105,2,1,5,0,2015,5.0,8.0,53.0,48.0,1005.6,0.0,0,6,0
0.0,20150105,3,1,5,0,2015,8.0,10.0,52.0,45.0,1006.8,0.0,0,5,0
0.0,20150105,4,1,5,0,2015,14.0,10.0,51.0,38.0,1007.4,0.0,0,6,0
0.0,20150105,5,1,5,0,2015,18.0,10.0,50.0,27.0,1008.4,0.0,0,9,0
0.0,20150105,6,1,5,0,2015,10.0,10.0,47.0,26.0,1009.1,0.0,0,14,0
0.0,20150105,7,1,5,0,2015,10.0,10.0,46.0,27.0,1010.0,0.0,0,25,0
0.0,20150105,8,1,5,0,2015,10.0,10.0,44.0,26.0,1011.3,0.0,0,29,0
0.0,20150105,9,1,5,0,2015,13.0,10.0,43.0,24.0,1011.5,0.0,0,31,0
0.0,20150105,10,1,5,0,2015,9.0,10.0,42.0,24.0,1012.3,0.0,0,21,0
0.0,20150105,11,1,5,0,2015,16.0,10.0,41.0,23.0,1013.2,0.0,0,18,0
0.0,20150105,12,1,5,0,2015,13.0,10.0,41.0,18.0,1015.0,0.0,0,27,0
0.0,20150105,13,1,5,0,2015,15.0,10.0,39.0,16.0,1017.2,0.0,0,22,0
0.0,20150105,14,1,5,0,2015,14.0,10.0,39.0,16.0,1018.2,0.0,0,18,0
0.0,20150105,15,1,5,0,2015,7.0,10.0,38.0,15.0,1019.2,0.0,0,29,0
0.0,20150105,16,1,5,0,2015,16.0,10.0,36.0,3.0,1020.3,0.0,0,28,0
0.0,20150105,17,1,5,0,2015,7.0,10.0,36.0,5.0,1019.9,0.0,0,36,0
0.0,20150105,18,1,5,0,2015,9.0,10.0,36.0,6.0,1019.9,0.0,0,22,0
0.0,20150105,19,1,5,0,2015,8.0,10.0,36.0,4.0,1020.5,0.0,0,34,0
0.0,20150105,20,1,5,0,2015,7.0,10.0,34.0,3.0,1021.6,0.0,0,24,0
0.0,20150105,21,1,5,0,2015,15.0,10.0,33.0,7.0,1022.7,0.0,0,21,0
0.0,20150105,22,1,5,0,2015,10.0,10.0,32.0,1.0,1024.0,0.0,0,15,0
0.0,20150105,23,1,5,0,2015,14.0,10.0,30.0,5.0,1025.0,0.0,0,24,0
0.0,20150106,0,1,6,1,2015,9.0,10.0,29.0,1.0,1027.4,0.0,0,18,0
0.0,20150106,1,1,6,1,2015,11.0,10.0,27.0,-3.0,1027.4,0.0,0,10,0
0.0,20150106,2,1,6,1,2015,3.0,10.0,25.0,2.0,1028.3,0.0,0,9,0
0.0,20150106,3,1,6,1,2015,6.0,10.0,23.0,0.0,1028.7,0.0,0,9,0
0.0,20150106,4,1,6,1,2015,8.0,10.0,22.0,0.0,1029.2,0.0,0,6,0
0.0,20150106,5,1,6,1,2015,7.0,10.0,22.0,-1.0,1029.6,0.0,0,10,0
0.0,20150106,6,1,6,1,2015,10.0,10.0,21.0,-3.0,1030.0,0.0,0,16,0
0.0,20150106,7,1,6,1,2015,3.0,10.0,20.0,-2.0,1029.9,0.0,0,25,0
0.0,20150106,8,1,6,1,2015,7.0,10.0,20.0,-2.0,1029.8,0.0,0,31,0
0.0,20150106,9,1,6,1,2015,7.0,10.0,20.0,-2.0,1028.7,0.0,0,22,0
0.0,20150106,10,1,6,1,2015,5.0,10.0,20.0,-2.0,1028.8,0.0,0,27,0
0.0,20150106,11,1,6,1,2015,0.0,10.0,19.0,-2.0,1027.7,0.0,0,23,0
0.0,20150106,12,1,6,1,2015,9.0,10.0,20.0,0.0,1029.0,0.0,0,31,0
0.0,20150106,13,1,6,1,2015,3.0,10.0,20.0,0.0,1027.8,0.0,0,22,0
0.0,20150106,14,1,6,1,2015,0.75,1.3,19.0,8.0,1027.1,0.0,0,37,0
0.0,20150106,15,1,6,1,2015,0.0,1.2,19.3333333333333,12.3333333333333,1027.2,0.0,0,27,0
0.0,20150106,16,1,6,1,2015,0.0,0.4,20.0,14.0,1025.2,0.0,0,40,0
0.0,20150106,17,1,6,1,2015,6.66666666666667,0.766666666666667,20.0,12.0,1024.0,0.0,0,38,0
0.0,20150106,18,1,6,1,2015,4.75,1.76,20.8,12.2,1021.9,0.0,0,45,0
0.0,20150106,19,1,6,1,2015,7.25,3.125,21.0,11.0,1020.9,0.0,0,38,0
0.0,20150106,20,1,6,1,2015,0.0,7.0,22.0,12.0,1019.9,0.0,0,32,0
0.0,20150106,21,1,6,1,2015,3.0,6.0,21.0,12.0,1020.0,0.0,0,31,0
0.0,20150106,22,1,6,1,2015,5.0,4.0,21.0,13.0,1019.6,0.0,0,35,0
0.0,20150106,23,1,6,1,2015,1.66666666666667,10.0,21.0,11.6666666666667,1019.4,0.0,0,19,0
0.0,20150107,0,1,7,2,2015,6.0,10.0,21.0,11.0,1018.8,0.0,0,14,0
0.0,20150107,1,1,7,2,2015,8.0,9.1,21.0,12.0,1019.0,0.0,0,7,0
0.0,20150107,2,1,7,2,2015,3.0,9.1,21.0,13.0,1018.8,0.0,0,7,0
0.0,20150107,3,1,7,2,2015,6.0,9.1,21.0,13.0,1018.6,0.0,0,5,0
0.0,20150107,4,1,7,2,2015,9.0,8.0,21.0,13.0,1017.4,0.0,0,5,0
0.0,20150107,5,1,7,2,2015,3.0,9.1,20.0,12.0,1016.4,0.0,0,11,0
0.0,20150107,6,1,7,2,2015,5.0,9.1,20.0,11.0,1016.2,0.0416666666666667,0,11,0
0.0,20150107,7,1,7,2,2015,6.0,10.0,20.0,10.0,1016.5,0.0833333333333333,0,21,0
0.0,20150107,8,1,7,2,2015,7.0,10.0,20.0,9.0,1016.1,0.125,0,40,0
0.0,20150107,9,1,7,2,2015,7.0,10.0,21.0,9.0,1014.5,0.166666666666667,0,33,0
0.0,20150107,10,1,7,2,2015,9.0,10.0,22.0,10.0,1013.4,0.208333333333333,0,28,0
0.0,20150107,11,1,7,2,2015,7.0,10.0,21.0,10.0,1013.0,0.25,0,24,0
0.0,20150107,12,1,7,2,2015,5.0,10.0,21.0,11.0,1013.3,0.291666666666667,0,19,0
0.0,20150107,13,1,7,2,2015,14.0,10.0,21.0,8.0,1013.9,0.333333333333333,0,14,0
0.0,20150107,14,1,7,2,2015,14.0,10.0,21.0,5.0,1014.4,0.375,0,27,0
0.0,20150107,15,1,7,2,2015,16.0,10.0,22.0,4.0,1014.4,0.416666666666667,0,48,0
0.0,20150107,16,1,7,2,2015,14.0,10.0,23.0,2.0,1013.9,0.458333333333333,0,28,0
0.0,20150107,17,1,7,2,2015,16.0,10.0,23.0,1.0,1013.0,0.5,0,35,0
0.0,20150107,18,1,7,2,2015,8.0,10.0,22.0,6.0,1013.4,0.541666666666667,0,41,0
0.0,20150107,19,1,7,2,2015,16.0,10.0,23.0,7.0,1013.7,0.583333333333333,0,35,0
0.0,20150107,20,1,7,2,2015,11.0,10.0,22.0,2.0,1014.9,0.625,0,33,0
0.0,20150107,21,1,7,2,2015,17.0,10.0,21.0,-2.0,1016.5,0.666666666666667,0,38,0
0.0,20150107,22,1,7,2,2015,18.0,10.0,19.0,-11.0,1018.1,0.708333333333333,0,31,0
0.0,20150107,23,1,7,2,2015,16.0,10.0,17.0,-9.0,1020.2,0.75,0,35,0
0.0,20150108,0,1,8,3,2015,11.0,10.0,15.0,-10.0,1021.2,0.791666666666667,0,27,0
0.0,20150108,1,1,8,3,2015,21.0,10.0,12.0,-13.0,1022.7,0.833333333333333,0,14,0
0.0,20150108,2,1,8,3,2015,14.0,10.0,11.0,-11.0,1023.6,0.875,0,6,0
0.0,20150108,3,1,8,3,2015,14.0,10.0,10.0,-11.0,1024.2,0.916666666666667,0,9,0
0.0,20150108,4,1,8,3,2015,13.0,10.0,10.0,-11.0,1024.1,0.958333333333333,0,3,0
0.0,20150108,5,1,8,3,2015,13.0,10.0,9.0,-12.0,1025.1,1.0,0,10,0
0.0,20150108,6,1,8,3,2015,9.0,10.0,9.0,-12.0,1025.9,0.958333333333333,0,15,0
0.0,20150108,7,1,8,3,2015,11.0,10.0,8.0,-12.0,1026.5,0.916666666666667,0,40,0
0.0,20150108,8,1,8,3,2015,14.0,10.0,8.0,-12.0,1026.7,0.875,0,57,0
0.0,20150108,9,1,8,3,2015,10.0,10.0,8.0,-9.0,1026.9,0.833333333333333,0,29,0
0.0,20150108,10,1,8,3,2015,14.0,10.0,8.0,-9.0,1027.6,0.791666666666667,0,22,0
0.0,20150108,11,1,8,3,2015,9.0,10.0,9.0,-8.0,1028.6,0.75,0,25,0
0.0,20150108,12,1,8,3,2015,11.0,10.0,9.0,-8.0,1029.3,0.708333333333333,0,21,0
0.0,20150108,13,1,8,3,2015,6.0,10.0,9.0,-6.0,1030.0,0.666666666666667,0,33,0
0.0,20150108,14,1,8,3,2015,7.0,10.0,11.0,-4.0,1030.5,0.625,0,29,0
0.0,20150108,15,1,8,3,2015,9.0,10.0,13.0,-3.0,1030.4,0.583333333333333,0,46,0
0.0,20150108,16,1,8,3,2015,5.0,10.0,16.0,-2.0,1029.6,0.541666666666667,0,52,0
0.0,20150108,17,1,8,3,2015,6.0,10.0,18.0,-2.0,1028.2,0.5,0,49,0
0.0,20150108,18,1,8,3,2015,7.0,10.0,20.0,-1.0,1027.6,0.458333333333333,0,46,0
0.0,20150108,19,1,8,3,2015,8.0,10.0,20.0,-1.0,1027.5,0.416666666666667,0,39,0
0.0,20150108,20,1,8,3,2015,7.0,10.0,20.0,-1.0,1027.5,0.375,0,39,0
0.0,20150108,21,1,8,3,2015,5.0,10.0,20.0,0.0,1027.1,0.333333333333333,0,36,0
0.0,20150108,22,1,8,3,2015,7.0,10.0,19.0,-1.0,1026.9,0.291666666666667,0,37,0
0.0,20150108,23,1,8,3,2015,8.5,10.0,18.0,1.0,1026.7,0.25,0,20,0
0.0,20150109,0,1,9,4,2015,10.0,10.0,18.0,-1.0,1026.9,0.208333333333333,0,29,0
0.0,20150109,1,1,9,4,2015,11.0,10.0,17.0,-2.0,1026.9,0.166666666666667,0,16,0
0.0,20150109,2,1,9,4,2015,10.0,10.0,16.0,-3.0,1026.3,0.125,0,6,0
0.0,20150109,3,1,9,4,2015,10.0,10.0,17.0,-3.0,1025.6,0.0833333333333334,0,9,0
0.0,20150109,4,1,9,4,2015,6.0,10.0,18.0,-1.0,1024.6,0.0416666666666666,0,4,0
0.0,20150109,5,1,9,4,2015,6.0,10.0,19.0,1.0,1022.9,0.0,0,6,0
0.0,20150109,6,1,9,4,2015,8.0,10.0,20.0,2.0,1021.9,0.0,0,14,0
0.0,20150109,7,1,9,4,2015,9.0,10.0,22.0,5.0,1020.4,0.0,0,37,0
0.0,20150109,8,1,9,4,2015,6.0,10.0,23.0,7.0,1018.5,0.0,0,56,0
0.0,20150109,9,1,9,4,2015,3.0,10.0,24.0,8.0,1016.6,0.0,0,56,0
0.0,20150109,10,1,9,4,2015,9.0,10.0,25.0,8.0,1015.6,0.0,0,32,0
0.0,20150109,11,1,9,4,2015,16.0,10.0,25.0,7.0,1015.7,0.0,0,23,0
0.0,20150109,12,1,9,4,2015,7.25,1.08,23.8,12.6,1015.7,0.0,0,24,0
0.0,20150109,13,1,9,4,2015,7.6,0.68,23.0,17.4,1016.7,0.0,0,19,0
0.0,20150109,14,1,9,4,2015,10.0,1.475,23.25,17.5,1017.4,0.0,0,34,0
0.0,20150109,15,1,9,4,2015,11.0,6.0,25.0,16.0,1017.5,0.0,0,46,0
0.0,20150109,16,1,9,4,2015,5.0,10.0,26.0,14.0,1016.8,0.0,0,34,0
0.0,20150109,17,1,9,4,2015,9.0,10.0,29.0,12.0,1015.8,0.0,0,53,0
0.0,20150109,18,1,9,4,2015,8.0,10.0,31.0,10.0,1015.3,0.0,0,45,0
0.0,20150109,19,1,9,4,2015,5.0,10.0,33.0,9.0,1015.5,0.0,0,36,0
0.0,20150109,20,1,9,4,2015,8.0,10.0,32.0,9.0,1016.1,0.0,0,42,0
0.0,20150109,21,1,9,4,2015,8.0,10.0,32.0,9.0,1016.8,0.0,0,54,0
0.0,20150109,22,1,9,4,2015,8.0,10.0,31.0,9.0,1017.6,0.0,0,47,0
0.0,20150109,23,1,9,4,2015,5.0,10.0,31.0,10.0,1018.5,0.0,0,36,0
0.0,20150110,0,1,10,5,2015,8.0,10.0,30.0,8.0,1019.6,0.0,0,35,0
0.0,20150110,1,1,10,5,2015,11.0,10.0,29.0,9.0,1020.7,0.0,0,28,0
0.0,20150110,2,1,10,5,2015,17.0,10.0,27.0,5.0,1021.3,0.0,0,28,0
0.0,20150110,3,1,10,5,2015,12.0,10.0,26.0,2.0,1022.0,0.0,0,12,0
0.0,20150110,4,1,10,5,2015,7.0,10.0,25.0,1.0,1022.4,0.0,0,14,0
0.0,20150110,5,1,10,5,2015,11.0,10.0,23.0,1.0,1022.9,0.0,0,16,0
0.0,20150110,6,1,10,5,2015,9.0,10.0,23.0,0.0,1023.7,0.0416666666666667,0,16,0
0.0,20150110,7,1,10,5,2015,8.0,10.0,22.0,1.0,1024.6,0.0833333333333333,0,13,0
0.0,20150110,8,1,10,5,2015,5.0,10.0,20.0,1.0,1025.6,0.125,0,23,0
0.0,20150110,9,1,10,5,2015,9.0,10.0,20.0,0.0,1026.0,0.166666666666667,0,20,0
0.0,20150110,10,1,10,5,2015,8.0,10.0,19.0,1.0,1026.5,0.208333333333333,0,27,0
0.0,20150110,11,1,10,5,2015,10.0,10.0,18.0,0.0,1027.7,0.25,0,22,0
0.0,20150110,12,1,10,5,2015,9.0,10.0,17.0,-1.0,1028.7,0.291666666666667,0,36,0
0.0,20150110,13,1,10,5,2015,11.0,10.0,16.0,-2.0,1029.9,0.333333333333333,0,32,0
0.0,20150110,14,1,10,5,2015,6.0,10.0,16.0,-2.0,1031.5,0.375,0,25,0
0.0,20150110,15,1,10,5,2015,8.0,10.0,17.0,-3.0,1032.1,0.416666666666667,0,38,0
0.0,20150110,16,1,10,5,2015,9.0,10.0,18.0,-4.0,1032.4,0.458333333333333,0,42,0
0.0,20150110,17,1,10,5,2015,9.0,10.0,19.0,-4.0,1031.7,0.5,0,45,0
0.0,20150110,18,1,10,5,2015,10.0,10.0,20.0,-3.0,1031.4,0.541666666666667,0,46,0
0.0,20150110,19,1,10,5,2015,7.0,10.0,22.0,-1.0,1030.9,0.583333333333333,0,45,0
0.0,20150110,20,1,10,5,2015,3.0,10.0,23.0,-1.0,1031.5,0.625,0,47,0
0.0,20150110,21,1,10,5,2015,6.0,10.0,23.0,-2.0,1031.6,0.666666666666667,0,58,0
0.0,20150110,22,1,10,5,2015,8.0,10.0,22.0,-2.0,1031.7,0.708333333333333,0,62,0
0.0,20150110,23,1,10,5,2015,7.0,10.0,21.0,-2.0,1032.6,0.75,0,63,0
0.0,20150111,0,1,11,6,2015,6.0,10.0,20.0,-1.0,1032.7,0.791666666666667,0,59,0
0.0,20150111,1,1,11,6,2015,10.0,10.0,20.0,-2.0,1033.4,0.833333333333333,0,49,0
0.0,20150111,2,1,11,6,2015,8.0,10.0,20.0,-1.0,1034.6,0.875,0,34,0
0.0,20150111,3,1,11,6,2015,7.0,10.0,19.0,0.0,1035.4,0.916666666666667,0,20,0
0.0,20150111,4,1,11,6,2015,8.0,10.0,19.0,-1.0,1035.6,0.958333333333333,0,25,0
0.0,20150111,5,1,11,6,2015,9.0,10.0,19.0,-1.0,1035.4,1.0,0,8,0
0.0,20150111,6,1,11,6,2015,6.0,10.0,18.0,-1.0,1035.5,1.0,0,13,0
0.0,20150111,7,1,11,6,2015,3.0,10.0,19.0,-1.0,1036.0,1.0,0,17,0
0.0,20150111,8,1,11,6,2015,6.0,10.0,20.0,0.0,1036.6,1.0,0,15,0
0.0,20150111,9,1,11,6,2015,8.0,10.0,20.0,-1.0,1036.4,1.0,0,19,0
0.0,20150111,10,1,11,6,2015,5.0,10.0,20.0,-1.0,1036.7,1.0,0,19,0
0.0,20150111,11,1,11,6,2015,6.0,10.0,21.0,-1.0,1037.3,1.0,0,22,0
0.0,20150111,12,1,11,6,2015,5.0,10.0,22.0,-1.0,1037.7,1.0,0,21,0
0.0,20150111,13,1,11,6,2015,3.0,10.0,22.0,-1.0,1037.8,1.0,0,33,0
0.0,20150111,14,1,11,6,2015,0.0,10.0,24.0,0.0,1038.6,1.0,0,37,0
0.0,20150111,15,1,11,6,2015,5.0,10.0,27.0,1.0,1038.7,1.0,0,33,0
0.0,20150111,16,1,11,6,2015,7.0,10.0,28.0,4.0,1038.0,1.0,0,37,0
0.0,20150111,17,1,11,6,2015,6.0,10.0,30.0,6.0,1036.7,1.0,0,46,0
0.0,20150111,18,1,11,6,2015,6.0,10.0,31.0,9.0,1035.4,1.0,0,39,0
0.0,20150111,19,1,11,6,2015,6.0,10.0,33.0,10.0,1034.7,1.0,0,40,0
0.0,20150111,20,1,11,6,2015,9.0,10.0,36.0,10.0,1034.3,1.0,0,43,0
0.0,20150111,21,1,11,6,2015,3.0,10.0,37.0,11.0,1034.0,1.0,0,28,0
0.0,20150111,22,1,11,6,2015,11.0,10.0,37.0,11.0,1033.7,1.0,0,29,0
0.0,20150111,23,1,11,6,2015,6.0,10.0,37.0,12.0,1034.3,1.0,0,21,0
0.0,20150112,0,1,12,0,2015,8.0,10.0,37.0,10.0,1034.6,1.0,0,21,0
0.0,20150112,1,1,12,0,2015,9.0,10.0,37.0,9.0,1034.5,1.0,0,14,0
0.0,20150112,2,1,12,0,2015,10.0,10.0,37.0,9.0,1034.5,1.0,0,11,0
0.0,20150112,3,1,12,0,2015,7.0,10.0,37.0,11.0,1033.9,1.0,0,4,0
0.0,20150112,4,1,12,0,2015,6.0,10.0,37.0,13.0,1033.2,1.0,0,3,0
0.0,20150112,5,1,12,0,2015,7.0,10.0,37.0,14.0,1032.4,1.0,0,9,0
0.0,20150112,6,1,12,0,2015,7.0,10.0,37.0,13.0,1031.9,0.958333333333333,0,14,0
0.0,20150112,7,1,12,0,2015,7.0,10.0,37.0,15.0,1031.7,0.916666666666667,0,30,0
