,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups,loadrank
879,20150430,15,4,30,3,2015,8,10.0,59,39,1009.2,0.0,0,3293,1
878,20150430,18,4,30,3,2015,8,10.0,65,38,1009.1,0.0,0,5531,2
877,20150430,19,4,30,3,2015,8,10.0,65,37,1009.0,0.0,0,6232,2
876,20150430,20,4,30,3,2015,8,10.0,66,38,1008.9,0.0,0,5877,2
875,20150430,21,4,30,3,2015,7,10.0,64,36,1009.2,0.0,0,6362,2
874,20150430,22,4,30,3,2015,8,10.0,62,36,1009.6,0.0,0,6873,2
873,20150430,23,4,30,3,2015,10,10.0,59,36,1010.1,0.0,0,6362,2
872,20150501,0,5,1,4,2015,3,10.0,56,37,1010.7,0.0,0,4133,1
871,20150501,1,5,1,4,2015,3,10.0,54,37,1012.0,0.0,0,2534,0
870,20150501,2,5,1,4,2015,8,10.0,53,37,1012.7,0.0,0,1475,0
869,20150501,4,5,1,4,2015,7,10.0,52,37,1013.1,0.0,0,806,0
868,20150501,6,5,1,4,2015,5,10.0,51,38,1013.3,0.0,0,1622,0
867,20150501,9,5,1,4,2015,7,10.0,50,39,1013.2,0.0,0,4147,1
866,20150501,14,5,1,4,2015,8,10.0,54,38,1015.4,0.0,0,3144,1
865,20150501,16,5,1,4,2015,5,10.0,55,40,1015.5,0.0,0,4073,1
864,20150501,17,5,1,4,2015,3,10.0,60,40,1014.8,0.0,0,4759,1
863,20150501,18,5,1,4,2015,7,10.0,60,40,1014.5,0.0,0,5518,2
862,20150501,19,5,1,4,2015,7,10.0,61,40,1014.0,0.0,0,7067,2
861,20150501,20,5,1,4,2015,5,10.0,59,40,1013.5,0.0,0,7029,2
860,20150501,21,5,1,4,2015,6,10.0,58,39,1013.6,0.0,0,6406,2
859,20150501,22,5,1,4,2015,5,10.0,54,39,1014.0,0.0,0,6403,2
858,20150501,23,5,1,4,2015,8,10.0,52,38,1014.4,0.0,0,7450,2
857,20150502,0,5,2,5,2015,5,10.0,51,39,1014.7,0.0,0,7056,2
856,20150502,4,5,2,5,2015,0,10.0,49,39,1015.3,0.0,0,1725,0
855,20150502,5,5,2,5,2015,3,10.0,49,39,1015.0,0.0,0,1158,0
854,20150502,6,5,2,5,2015,0,10.0,49,40,1015.0,0.0,0,1081,0
853,20150502,10,5,2,5,2015,0,10.0,49,40,1015.1,0.0,0,2871,1
852,20150502,11,5,2,5,2015,0,10.0,49,42,1015.6,0.0,0,3392,1
851,20150502,12,5,2,5,2015,0,9.1,52,40,1015.6,0.0,0,3840,1
850,20150502,13,5,2,5,2015,0,7.5,54,40,1015.7,0.0,0,4025,1
849,20150502,14,5,2,5,2015,0,10.0,58,40,1015.4,0.0,0,4088,1
848,20150502,15,5,2,5,2015,0,10.0,62,41,1015.4,0.0,0,4379,1
847,20150502,16,5,2,5,2015,0,10.0,66,40,1015.2,0.0,0,5020,1
846,20150502,17,5,2,5,2015,5,10.0,70,40,1014.6,0.0,0,6152,2
845,20150502,18,5,2,5,2015,0,10.0,71,40,1014.1,0.0,0,6489,2
844,20150502,19,5,2,5,2015,9,10.0,64,43,1014.1,0.0,0,6995,2
843,20150502,20,5,2,5,2015,9,10.0,60,42,1014.0,0.0,0,7443,2
842,20150502,21,5,2,5,2015,11,10.0,59,42,1014.3,0.0,0,7608,2
841,20150502,22,5,2,5,2015,7,10.0,57,40,1014.6,0.0,0,7917,2
840,20150502,23,5,2,5,2015,9,10.0,54,39,1015.0,0.0,0,7815,2
839,20150503,0,5,3,6,2015,6,10.0,52,38,1015.7,0.0,0,6068,2
838,20150503,1,5,3,6,2015,6,10.0,51,37,1016.3,0.0,0,6808,2
837,20150503,2,5,3,6,2015,7,10.0,52,36,1016.8,0.0,0,6474,2
836,20150503,6,5,3,6,2015,0,10.0,52,34,1017.1,0.0,0,1011,0
835,20150503,7,5,3,6,2015,3,10.0,52,35,1017.1,0.0,0,989,0
834,20150503,10,5,3,6,2015,5,10.0,51,35,1017.5,0.0,0,1767,0
833,20150503,11,5,3,6,2015,3,10.0,52,36,1018.3,0.0,0,2556,0
832,20150503,15,5,3,6,2015,0,10.0,69,40,1018.9,0.0,0,3917,1
831,20150503,17,5,3,6,2015,0,10.0,77,36,1018.4,0.0,0,4267,1
830,20150503,18,5,3,6,2015,0,10.0,77,35,1018.2,0.0,0,4409,1
829,20150503,23,5,3,6,2015,6,10.0,69,37,1018.4,0.0,0,3520,1
828,20150504,2,5,4,0,2015,3,10.0,66,38,1020.1,0.0,0,788,0
827,20150504,6,5,4,0,2015,0,7.0,61,43,1021.4,0.0,0,1650,0
826,20150504,8,5,4,0,2015,3,10.0,57,47,1021.4,0.0,0,3556,1
825,20150504,11,5,4,0,2015,0,10.0,58,47,1022.7,0.0,0,2524,0
824,20150504,13,5,4,0,2015,0,8.0,67,48,1022.9,0.0,0,2436,0
823,20150504,14,5,4,0,2015,0,7.0,72,49,1022.9,0.0,0,2613,0
822,20150504,15,5,4,0,2015,5,8.0,78,44,1022.9,0.0,0,2954,1
821,20150504,16,5,4,0,2015,7,10.0,81,45,1022.7,0.0,0,3143,1
820,20150504,20,5,4,0,2015,8,10.0,82,41,1020.4,0.0,0,4038,1
819,20150504,22,5,4,0,2015,9,10.0,83,39,1019.7,0.0,0,4096,1
818,20150505,0,5,5,1,2015,7,10.0,80,41,1019.9,0.0,0,2322,0
817,20150505,2,5,5,1,2015,6,10.0,74,43,1021.0,0.0,0,867,0
816,20150505,3,5,5,1,2015,7,10.0,73,41,1021.0,0.0,0,524,0
815,20150505,4,5,5,1,2015,11,10.0,72,42,1021.2,0.0,0,443,0
814,20150505,7,5,5,1,2015,9,10.0,69,45,1020.7,0.0,0,2522,0
813,20150505,9,5,5,1,2015,5,10.0,67,46,1020.8,0.0,0,3953,1
812,20150505,11,5,5,1,2015,5,10.0,66,48,1021.4,0.0,0,2721,1
811,20150505,12,5,5,1,2015,6,10.0,69,49,1022.2,0.0,0,2724,1
810,20150505,14,5,5,1,2015,3,10.0,73,51,1022.7,0.0,0,2873,1
809,20150505,16,5,5,1,2015,5,10.0,78,54,1023.1,0.0,0,3704,1
808,20150505,18,5,5,1,2015,6,10.0,80,53,1022.3,0.0,0,5449,2
807,20150505,19,5,5,1,2015,0,10.0,84,53,1021.5,0.0,0,5904,2
806,20150505,20,5,5,1,2015,3,10.0,83,53,1021.0,0.0,0,5161,1
805,20150505,21,5,5,1,2015,3,10.0,81,54,1020.5,0.0,0,5342,1
804,20150505,22,5,5,1,2015,5,10.0,76,53,1020.7,0.0,0,5483,2
803,20150505,23,5,5,1,2015,5,10.0,74,51,1020.8,0.0,0,4861,1
802,20150506,3,5,6,2,2015,0,10.0,71,52,1021.8,0.0,0,609,0
801,20150506,5,5,6,2,2015,3,10.0,70,52,1022.5,0.0,0,837,0
800,20150506,9,5,6,2,2015,5,10.0,69,37,1022.7,0.0,0,4506,1
799,20150506,10,5,6,2,2015,7,10.0,68,38,1023.0,0.0,0,3824,1
798,20150506,11,5,6,2,2015,5,10.0,65,43,1024.5,0.0,0,3147,1
797,20150506,12,5,6,2,2015,13,10.0,66,40,1025.1,0.0,0,3066,1
796,20150506,14,5,6,2,2015,8,10.0,66,39,1026.1,0.0,0,3024,1
795,20150506,16,5,6,2,2015,7,10.0,66,41,1025.9,0.0,0,3818,1
794,20150506,19,5,6,2,2015,8,10.0,68,36,1024.7,0.0,0,5566,2
793,20150506,20,5,6,2,2015,7,10.0,67,38,1024.4,0.0,0,4957,1
792,20150506,21,5,6,2,2015,6,10.0,68,41,1024.0,0.0,0,5402,2
791,20150506,22,5,6,2,2015,3,10.0,69,40,1023.8,0.0,0,5475,2
790,20150506,23,5,6,2,2015,5,10.0,67,43,1023.4,0.0,0,4857,1
789,20150507,1,5,7,3,2015,0,10.0,62,42,1023.7,0.0,0,1868,0
788,20150507,2,5,7,3,2015,0,10.0,61,41,1024.0,0.0,0,988,0
787,20150507,7,5,7,3,2015,0,10.0,57,46,1023.0,0.0,0,2609,0
786,20150507,8,5,7,3,2015,3,10.0,58,45,1022.7,0.0,0,3839,1
785,20150507,9,5,7,3,2015,0,10.0,57,44,1022.6,0.0,0,4164,1
784,20150507,10,5,7,3,2015,0,10.0,57,44,1022.9,0.0,0,3547,1
783,20150507,11,5,7,3,2015,0,10.0,58,46,1023.2,0.0,0,2978,1
782,20150507,12,5,7,3,2015,0,10.0,61,44,1023.8,0.0,0,3041,1
781,20150507,13,5,7,3,2015,2,10.0,65,44,1023.6,0.0,0,2845,1
780,20150507,15,5,7,3,2015,3,9.1,73,46,1023.2,0.0,0,3613,1
779,20150507,18,5,7,3,2015,6,10.0,79,41,1021.9,0.0,0,5866,2
778,20150507,19,5,7,3,2015,7,10.0,78,41,1021.6,0.0,0,6631,2
777,20150507,20,5,7,3,2015,6,10.0,77,41,1021.0,0.0,0,5790,2
776,20150507,21,5,7,3,2015,5,10.0,74,40,1020.8,0.0,0,6298,2
775,20150507,22,5,7,3,2015,7,10.0,73,39,1020.3,0.0,0,6979,2
774,20150507,23,5,7,3,2015,0,10.0,70,43,1020.3,0.0,0,6433,2
773,20150508,1,5,8,4,2015,5,10.0,64,47,1020.7,0.0,0,2418,0
772,20150508,2,5,8,4,2015,0,10.0,61,49,1021.0,0.0,0,1448,0
771,20150508,4,5,8,4,2015,0,7.0,57,51,1021.1,0.0,0,804,0
770,20150508,5,5,8,4,2015,0,5.0,57,51,1020.9,0.0,0,1143,0
769,20150508,6,5,8,4,2015,0,4.0,57,52,1020.5,0.0,0,1570,0
768,20150508,9,5,8,4,2015,0,3.0,56,52,1020.3,0.0,0,4135,1
767,20150508,13,5,8,4,2015,0,5.0,66,54,1021.4,0.0,0,3015,1
766,20150508,15,5,8,4,2015,3,6.0,75,54,1020.7,0.0,0,3802,1
765,20150508,18,5,8,4,2015,0,8.0,82,55,1020.4,0.0,0,5710,2
764,20150508,19,5,8,4,2015,8,8.0,79,54,1020.1,0.0,0,6492,2
763,20150508,20,5,8,4,2015,10,10.0,78,53,1019.8,0.0,0,6137,2
762,20150508,21,5,8,4,2015,5,10.0,76,53,1019.9,0.0,0,5773,2
761,20150508,22,5,8,4,2015,5,10.0,75,49,1020.0,0.0,0,5877,2
760,20150508,23,5,8,4,2015,5,10.0,73,48,1019.9,0.0,0,7220,2
759,20150509,0,5,9,5,2015,6,10.0,71,44,1020.6,0.0,0,6878,2
758,20150509,1,5,9,5,2015,3,10.0,67,49,1021.3,0.0,0,5358,1
757,20150509,2,5,9,5,2015,6,10.0,64,54,1022.1,0.0,0,3458,1
756,20150509,5,5,9,5,2015,0,7.0,62,56,1023.1,0.0,0,1160,0
755,20150509,8,5,9,5,2015,5,4.33333333333333,60,55,1024.1,0.0,0,1707,0
754,20150509,10,5,9,5,2015,5,4.0,58,53,1024.9,0.0,0,3086,1
753,20150509,11,5,9,5,2015,5,3.0,57,53,1025.4,0.0,0,3639,1
752,20150509,14,5,9,5,2015,6,4.0,58,52,1026.5,0.0,0,4278,1
751,20150509,17,5,9,5,2015,6,7.5,61,53,1026.3,0.0,0,5723,2
750,20150509,18,5,9,5,2015,4,7.0,64,54,1025.5,0.0,0,5870,2
749,20150509,19,5,9,5,2015,4,6.5,68,56,1024.7,0.0,0,6445,2
748,20150509,20,5,9,5,2015,6,7.0,69,57,1024.4,0.0,0,6427,2
747,20150509,21,5,9,5,2015,4,8.55,69,58,1023.9,0.0,0,5832,2
746,20150509,22,5,9,5,2015,5,7.0,67,58,1023.9,0.0,0,5953,2
745,20150509,23,5,9,5,2015,5,7.0,64,58,1023.6,0.0,0,6675,2
744,20150510,0,5,10,6,2015,0,8.0,64,58,1024.0,0.0,1,6736,2
743,20150510,1,5,10,6,2015,3,6.0,64,58,1024.5,0.0,1,5383,1
742,20150510,2,5,10,6,2015,3,4.0,63,58,1024.8,0.0,1,3896,1
741,20150510,3,5,10,6,2015,4,4.0,61,57,1024.3,0.0,1,2584,0
740,20150510,4,5,10,6,2015,1,2.75,61,57,1024.0,0.0,1,1750,0
739,20150510,5,5,10,6,2015,1,2.66666666666667,61,57,1024.0,0.0,1,1130,0
738,20150510,6,5,10,6,2015,0,3.5,62,58,1023.6,0.0,1,884,0
737,20150510,8,5,10,6,2015,3,7.0,63,59,1023.4,0.0,1,1275,0
736,20150510,12,5,10,6,2015,0,7.0,67,60,1023.6,0.0,1,3932,1
735,20150510,13,5,10,6,2015,4,6.5,67,61,1023.9,0.0,1,4137,1
734,20150510,14,5,10,6,2015,5,6.0,70,61,1023.7,0.0,1,4098,1
733,20150510,15,5,10,6,2015,7,7.0,73,62,1023.4,0.0,1,4113,1
732,20150510,16,5,10,6,2015,7,9.1,75,62,1022.9,0.0,1,4184,1
731,20150510,17,5,10,6,2015,6,9.55,80,63,1022.3,0.0,1,4389,1
730,20150510,20,5,10,6,2015,5,10.0,82,62,1020.6,0.0,1,4070,1
729,20150510,23,5,10,6,2015,5,10.0,77,63,1019.8,0.0,1,3597,1
728,20150511,2,5,11,0,2015,5,10.0,75,63,1020.7,0.0,0,688,0
727,20150511,3,5,11,0,2015,5,10.0,75,63,1020.5,0.0,0,467,0
726,20150511,6,5,11,0,2015,6,10.0,73,65,1020.3,0.0,0,1676,0
725,20150511,10,5,11,0,2015,5,6.75,71,66,1019.9,0.0,0,3308,1
724,20150511,11,5,11,0,2015,4,6.5,71,65,1020.0,0.0,0,2748,1
723,20150511,18,5,11,0,2015,5,10.0,83,65,1018.3,0.0,0,4752,1
722,20150511,20,5,11,0,2015,5,7.0,78,66,1017.6,0.0,0,4358,1
721,20150512,2,5,12,1,2015,5,8.0,71,65,1016.4,0.0,0,912,0
720,20150512,3,5,12,1,2015,4,8.0,70,64,1015.5,0.0,0,553,0
719,20150512,5,5,12,1,2015,0,7.0,70,65,1013.4,0.0,0,805,0
718,20150512,7,5,12,1,2015,1,7.0,70,65,1012.2,0.0,0,2371,0
717,20150512,8,5,12,1,2015,2,6.5,69,64,1012.3,0.0,0,3439,1
716,20150512,10,5,12,1,2015,0,4.0,68,64,1011.1,0.0,0,3497,1
715,20150512,13,5,12,1,2015,3,9.1,73,65,1011.8,0.0,0,2738,1
714,20150512,14,5,12,1,2015,10,8.0,75,65,1011.1,0.0,0,3031,1
713,20150512,15,5,12,1,2015,9,10.0,78,64,1010.6,0.0,0,3545,1
712,20150512,18,5,12,1,2015,6,10.0,85,56,1008.9,0.0,0,5482,2
711,20150512,19,5,12,1,2015,7,10.0,84,56,1008.6,0.0,0,5835,2
710,20150512,20,5,12,1,2015,7,10.0,84,56,1008.1,0.0,0,4987,1
709,20150512,22,5,12,1,2015,8,10.0,84,50,1007.5,0.0,0,5431,2
708,20150512,23,5,12,1,2015,8,10.0,82,50,1007.4,0.0,0,4990,1
707,20150513,1,5,13,2,2015,10,10.0,81,46,1008.3,0.0,0,1804,0
706,20150513,2,5,13,2,2015,10,10.0,79,43,1009.1,0.0,0,988,0
705,20150513,4,5,13,2,2015,3,10.0,65,43,1012.4,0.0,0,521,0
704,20150513,7,5,13,2,2015,9,10.0,61,37,1013.5,0.0,0,2505,0
703,20150513,10,5,13,2,2015,6,10.0,58,38,1015.3,0.0,0,3574,1
702,20150513,13,5,13,2,2015,9,10.0,61,40,1017.7,0.0,0,2929,1
701,20150513,15,5,13,2,2015,10,10.0,64,39,1018.0,0.0,0,3417,1
700,20150513,16,5,13,2,2015,5,10.0,66,41,1018.4,0.0,0,4000,1
699,20150513,17,5,13,2,2015,9,10.0,66,39,1018.4,0.0,0,4618,1
698,20150513,18,5,13,2,2015,10,10.0,68,40,1018.3,0.0,0,5681,2
697,20150513,19,5,13,2,2015,11,10.0,68,39,1018.1,0.0,0,6521,2
696,20150513,20,5,13,2,2015,8,10.0,68,39,1018.7,0.0,0,6073,2
695,20150513,21,5,13,2,2015,7,10.0,65,38,1019.6,0.0,0,6101,2
694,20150513,22,5,13,2,2015,10,10.0,64,38,1020.3,0.0,0,6207,2
693,20150513,23,5,13,2,2015,6,10.0,61,39,1021.2,0.0,0,6039,2
692,20150514,1,5,14,3,2015,8,10.0,57,35,1023.7,0.0,0,2230,0
691,20150514,6,5,14,3,2015,8,10.0,52,36,1026.0,0.0,0,1591,0
690,20150514,7,5,14,3,2015,10,10.0,52,36,1026.4,0.0,0,2620,0
689,20150514,8,5,14,3,2015,5,10.0,51,36,1027.0,0.0,0,3892,1
688,20150514,9,5,14,3,2015,0,10.0,51,35,1027.5,0.0,0,4289,1
687,20150514,13,5,14,3,2015,5,10.0,57,36,1029.6,0.0,0,3057,1
686,20150514,18,5,14,3,2015,0,10.0,71,27,1027.6,0.0,0,5842,2
685,20150514,19,5,14,3,2015,5,10.0,71,27,1026.9,0.0,0,6685,2
684,20150514,20,5,14,3,2015,6,10.0,71,24,1026.3,0.0,0,6789,2
683,20150514,21,5,14,3,2015,0,10.0,73,27,1025.8,0.0,0,7082,2
682,20150514,22,5,14,3,2015,1,10.0,71,30,1025.5,0.0,0,7330,2
681,20150514,23,5,14,3,2015,3,10.0,67,33,1025.3,0.0,0,6971,2
680,20150515,0,5,15,4,2015,5,10.0,65,34,1025.4,0.0,0,5605,2
679,20150515,2,5,15,4,2015,3,10.0,62,36,1026.2,0.0,0,1633,0
678,20150515,3,5,15,4,2015,6,10.0,62,35,1026.2,0.0,0,946,0
677,20150515,6,5,15,4,2015,10,10.0,58,36,1026.0,0.0,0,1562,0
676,20150515,11,5,15,4,2015,0,10.0,56,41,1026.5,0.0,0,3433,1
675,20150515,13,5,15,4,2015,5,10.0,60,40,1027.1,0.0,0,3166,1
674,20150515,16,5,15,4,2015,0,9.1,68,43,1026.0,0.0,0,4570,1
673,20150515,17,5,15,4,2015,5,10.0,71,39,1025.4,0.0,0,5152,1
672,20150515,18,5,15,4,2015,5,10.0,74,41,1024.8,0.0,0,6131,2
671,20150515,19,5,15,4,2015,5,10.0,74,43,1023.9,0.0,0,7157,2
670,20150515,20,5,15,4,2015,8,10.0,72,41,1023.6,0.0,0,7211,2
669,20150515,21,5,15,4,2015,7,10.0,69,39,1023.3,0.0,0,7262,2
668,20150515,22,5,15,4,2015,7,10.0,67,39,1023.3,0.0,0,7233,2
667,20150515,23,5,15,4,2015,7,10.0,65,40,1023.0,0.0,0,7748,2
666,20150516,0,5,16,5,2015,3,10.0,64,42,1022.7,0.0,0,7414,2
665,20150516,1,5,16,5,2015,5,10.0,64,43,1022.6,0.0,0,6083,2
664,20150516,3,5,16,5,2015,0,10.0,64,36,1022.7,0.0,0,2925,1
663,20150516,4,5,16,5,2015,3,10.0,64,36,1023.1,0.0,0,1947,0
662,20150516,5,5,16,5,2015,1,10.0,63,41,1023.1,0.0,0,1575,0
661,20150516,6,5,16,5,2015,0,10.0,63,43,1022.7,0.0,0,1590,0
660,20150516,7,5,16,5,2015,0,7.0,59,50,1022.3,0.0,0,1519,0
659,20150516,8,5,16,5,2015,0,10.0,57,52,1021.7,0.0,0,1930,0
658,20150516,9,5,16,5,2015,3,10.0,59,52,1021.8,0.0,0,2835,1
657,20150516,10,5,16,5,2015,0,10.0,59,53,1021.4,0.0,0,3297,1
656,20150516,11,5,16,5,2015,0,10.0,61,52,1022.2,0.0,0,3797,1
655,20150516,13,5,16,5,2015,0,4.7,59,55,1022.9,0.0,0,4455,1
654,20150516,15,5,16,5,2015,1,7.5,65,58,1021.6,0.0,0,4840,1
653,20150516,17,5,16,5,2015,5,8.0,72,59,1020.8,0.0,0,6270,2
652,20150516,18,5,16,5,2015,7,7.0,71,61,1020.4,0.0,0,6670,2
651,20150516,19,5,16,5,2015,3,7.0,72,60,1019.9,0.0,0,7325,2
650,20150516,20,5,16,5,2015,1,8.0,73,60,1019.3,0.0,0,8555,3
649,20150516,21,5,16,5,2015,0,8.0,73,60,1019.1,0.0,0,9518,3
648,20150516,22,5,16,5,2015,3,9.1,72,61,1018.8,0.0,0,9885,3
647,20150516,23,5,16,5,2015,0,9.1,71,60,1019.2,0.0,0,9771,3
646,20150517,0,5,17,6,2015,0,8.0,68,61,1019.4,0.0,0,9176,3
645,20150517,1,5,17,6,2015,6,4.0,67,63,1019.8,0.0,0,7506,2
644,20150517,2,5,17,6,2015,5,3.5,67,64,1021.1,0.0,0,4923,1
643,20150517,3,5,17,6,2015,2,5.0,67,64,1021.1,0.0,0,3153,1
642,20150517,5,5,17,6,2015,1,1.66666666666667,64,62,1020.9,0.0,0,1417,0
641,20150517,6,5,17,6,2015,0,1.3,64,62,1020.7,0.0,0,1101,0
640,20150517,8,5,17,6,2015,0,3.16666666666667,67,64,1019.1,0.0,0,1607,0
639,20150517,9,5,17,6,2015,1,2.48571428571429,66,64,1019.1,0.0,0,2249,0
638,20150517,11,5,17,6,2015,2,1.93333333333333,68,65,1020.4,0.0,0,3576,1
637,20150517,12,5,17,6,2015,1,2.75,69,65,1020.9,0.0,0,4005,1
636,20150517,13,5,17,6,2015,6,5.0,70,65,1021.0,0.0,0,4321,1
635,20150517,14,5,17,6,2015,4,7.5,72,65,1021.2,0.0,0,4590,1
634,20150517,15,5,17,6,2015,6,9.55,74,65,1021.2,0.0,0,4808,1
633,20150517,17,5,17,6,2015,5,10.0,82,63,1020.5,0.0,0,5086,1
632,20150517,18,5,17,6,2015,0,10.0,81,63,1020.1,0.0,0,5070,1
631,20150517,19,5,17,6,2015,0,10.0,80,63,1019.6,0.0,0,5180,1
630,20150517,20,5,17,6,2015,0,10.0,82,62,1018.9,0.0,0,4818,1
629,20150517,22,5,17,6,2015,0,8.0,80,64,1018.2,0.0,0,4585,1
628,20150518,2,5,18,0,2015,0,9.1,74,64,1019.7,0.0,0,903,0
627,20150518,4,5,18,0,2015,3,9.1,75,64,1019.4,0.0,0,652,0
626,20150518,5,5,18,0,2015,0,8.0,75,65,1019.2,0.0,0,1104,0
625,20150518,7,5,18,0,2015,0,7.0,73,65,1018.9,0.0,0,2553,0
624,20150518,10,5,18,0,2015,7,3.125,66,61,1019.3,0.0,0,3596,1
623,20150518,14,5,18,0,2015,6,3.0,62,57,1021.9,0.0,0,2859,1
622,20150518,17,5,18,0,2015,6,8.05,63,55,1022.7,0.0,0,4277,1
621,20150518,19,5,18,0,2015,10,10.0,65,53,1021.9,0.0,0,5531,2
620,20150518,20,5,18,0,2015,6,10.0,64,51,1021.5,0.0,0,4900,1
619,20150518,21,5,18,0,2015,6,10.0,64,52,1020.9,0.0,0,4650,1
618,20150518,23,5,18,0,2015,5,10.0,63,51,1020.5,0.0,0,4382,1
617,20150519,2,5,19,1,2015,5,10.0,62,52,1020.5,0.0,0,1231,0
616,20150519,5,5,19,1,2015,0,10.0,60,53,1018.7,0.0,0,991,0
615,20150519,8,5,19,1,2015,1,3.5,59,56,1016.5,0.0,0,4169,1
614,20150519,9,5,19,1,2015,3,2.83333333333333,59,56,1015.9,0.0,0,4888,1
613,20150519,12,5,19,1,2015,0,2.5,59,56,1014.9,0.0,0,3342,1
612,20150519,15,5,19,1,2015,1,4.0,64,57,1013.7,0.0,0,3613,1
611,20150519,17,5,19,1,2015,1,4.0,64,59,1012.7,0.0,0,4835,1
610,20150519,18,5,19,1,2015,0,4.0,73,61,1011.5,0.0,0,5578,2
609,20150519,19,5,19,1,2015,0,5.0,75,62,1010.8,0.0,0,6004,2
608,20150519,20,5,19,1,2015,3,6.0,78,62,1010.0,0.0,0,5538,2
607,20150519,21,5,19,1,2015,0,9.1,79,64,1009.0,0.0,0,5599,2
606,20150519,22,5,19,1,2015,7,7.0,78,65,1008.3,0.0,0,5684,2
605,20150520,3,5,20,2,2015,3,9.1,74,61,1008.7,0.0,0,755,0
604,20150520,10,5,20,2,2015,7,10.0,58,43,1010.8,0.0,0,3794,1
603,20150520,13,5,20,2,2015,10,10.0,59,40,1012.1,0.0,0,3157,1
602,20150520,14,5,20,2,2015,10,10.0,59,40,1012.2,0.0,0,3420,1
601,20150520,18,5,20,2,2015,8,10.0,61,36,1012.5,0.0,0,6019,2
600,20150520,19,5,20,2,2015,7,10.0,62,35,1012.7,0.0,0,6718,2
599,20150520,20,5,20,2,2015,5,10.0,60,34,1013.2,0.0,0,6370,2
598,20150520,21,5,20,2,2015,4,10.0,61,34,1013.3,0.0,0,6423,2
597,20150520,22,5,20,2,2015,3,10.0,61,34,1013.4,0.0,0,6434,2
596,20150520,23,5,20,2,2015,3,10.0,60,33,1013.8,0.0,0,5964,2
595,20150521,1,5,21,3,2015,4,10.0,57,33,1015.1,0.0,0,2372,0
594,20150521,2,5,21,3,2015,5,10.0,57,35,1016.0,0.0,0,1374,0
593,20150521,6,5,21,3,2015,6,10.0,54,33,1015.5,0.0,0,1754,0
592,20150521,7,5,21,3,2015,3,10.0,53,33,1015.6,0.0,0,2709,1
591,20150521,9,5,21,3,2015,0,10.0,52,34,1015.2,0.0,0,4465,1
590,20150521,10,5,21,3,2015,0,10.0,53,34,1015.4,0.0,0,3907,1
589,20150521,12,5,21,3,2015,3,10.0,54,35,1016.7,0.0,0,3371,1
588,20150521,13,5,21,3,2015,0,10.0,57,36,1016.2,0.0,0,3465,1
587,20150521,16,5,21,3,2015,0,10.0,60,35,1015.5,0.0,0,4710,1
586,20150521,18,5,21,3,2015,5,10.0,60,34,1014.6,0.0,0,6164,2
585,20150521,19,5,21,3,2015,4,10.0,60,39,1014.1,0.0,0,6882,2
584,20150521,20,5,21,3,2015,3,10.0,60,40,1013.6,0.0,0,6445,2
583,20150521,21,5,21,3,2015,4,10.0,60,41,1013.1,0.0,0,6673,2
582,20150521,22,5,21,3,2015,6,10.0,58,43,1013.2,0.0,0,6919,2
581,20150521,23,5,21,3,2015,3,10.0,57,45,1013.0,0.0,0,6093,2
580,20150522,4,5,22,4,2015,3,10.0,55,46,1012.0,0.0,0,1127,0
579,20150522,7,5,22,4,2015,6,10.0,55,44,1011.0,0.0,0,2429,0
578,20150522,8,5,22,4,2015,0,10.0,56,44,1011.0,0.0,0,3590,1
577,20150522,9,5,22,4,2015,0,10.0,56,43,1011.0,0.0,0,4198,1
576,20150522,10,5,22,4,2015,0,10.0,55,42,1012.0,0.0,0,3751,1
575,20150522,14,5,22,4,2015,8,10.0,64,40,1013.2,0.0,0,3564,1
574,20150522,15,5,22,4,2015,6,10.0,68,38,1013.2,0.0,0,4071,1
573,20150522,16,5,22,4,2015,7,10.0,72,39,1013.1,0.0,0,4539,1
572,20150522,19,5,22,4,2015,6,10.0,71,37,1012.9,0.0,0,4844,1
571,20150522,21,5,22,4,2015,11,10.0,70,38,1014.0,0.0,0,4676,1
570,20150522,22,5,22,4,2015,8,10.0,70,38,1014.2,0.0,0,4874,1
569,20150522,23,5,22,4,2015,14,10.0,70,39,1014.6,0.0,0,5507,2
568,20150523,0,5,23,5,2015,3,10.0,68,40,1015.5,0.0,0,4999,1
567,20150523,2,5,23,5,2015,10,10.0,66,34,1018.6,0.0,0,2756,1
566,20150523,3,5,23,5,2015,3,10.0,63,32,1020.1,0.0,0,2089,0
565,20150523,6,5,23,5,2015,3,10.0,56,28,1023.1,0.0,0,1276,0
564,20150523,10,5,23,5,2015,6,10.0,50,26,1026.7,0.0,0,2519,0
563,20150523,11,5,23,5,2015,3,10.0,49,27,1027.9,0.0,0,3057,1
562,20150523,12,5,23,5,2015,5,10.0,50,27,1028.8,0.0,0,3300,1
561,20150523,17,5,23,5,2015,6,10.0,63,24,1029.4,0.0,0,4530,1
560,20150523,18,5,23,5,2015,5,10.0,64,25,1028.9,0.0,0,4769,1
559,20150523,22,5,23,5,2015,8,10.0,69,27,1027.0,0.0,0,4818,1
558,20150524,0,5,24,6,2015,3,10.0,62,40,1027.0,0.0,0,4923,1
557,20150524,5,5,24,6,2015,6,10.0,59,39,1027.6,0.0,0,1139,0
556,20150524,8,5,24,6,2015,5,10.0,58,35,1027.6,0.0,0,1038,0
