,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups,loadrank
231,20150614,22,6,14,6,2015,3,10.0,80,56,1016.1,0.0,0,5599,2
230,20150614,23,6,14,6,2015,3,10.0,80,57,1016.1,0.0,0,6858,2
229,20150615,3,6,15,0,2015,2,2.75,66,62,1017.9,0.0,0,730,0
228,20150615,5,6,15,0,2015,1,2.91666666666667,66,64,1016.9,0.0,0,1342,0
227,20150615,6,6,15,0,2015,1,4.5,66,64,1016.4,0.0,0,1985,0
226,20150615,7,6,15,0,2015,5,2.42,66,64,1015.6,0.0,0,3260,1
225,20150615,9,6,15,0,2015,1,2.12,68,64,1014.9,0.0,0,5071,1
224,20150615,10,6,15,0,2015,2,3.0,68,65,1014.9,0.0,0,3964,1
223,20150615,13,6,15,0,2015,2,1.65,71,68,1014.3,0.0,0,3065,1
222,20150615,14,6,15,0,2015,0,2.83333333333333,73,69,1014.1,0.0,0,3474,1
221,20150615,18,6,15,0,2015,5,3.0,79,71,1012.7,0.0,0,5849,2
220,20150615,19,6,15,0,2015,5,1.575,74,71,1012.9,0.0,0,5516,2
219,20150615,22,6,15,0,2015,11,3.0,66,63,1013.6,0.0,0,4688,1
218,20150615,23,6,15,0,2015,8,4.0,66,63,1013.9,0.0,0,4039,1
217,20150616,2,6,16,1,2015,7,10.0,64,61,1015.0,0.0,0,963,0
216,20150616,3,6,16,1,2015,10,10.0,65,61,1015.3,0.0,0,539,0
215,20150616,5,6,16,1,2015,5,8.0,65,61,1014.9,0.0,0,926,0
214,20150616,7,6,16,1,2015,3,7.0,65,61,1014.0,0.0,0,2760,1
213,20150616,8,6,16,1,2015,6,7.0,66,61,1013.7,0.0,0,4192,1
212,20150616,11,6,16,1,2015,1,5.0,66,62,1013.8,0.0,0,3253,1
211,20150616,12,6,16,1,2015,3,6.0,68,62,1013.3,0.0,0,3315,1
210,20150616,15,6,16,1,2015,3,5.0,73,65,1012.1,0.0,0,4098,1
209,20150616,16,6,16,1,2015,6,5.0,75,67,1011.9,0.0,0,4117,1
208,20150616,18,6,16,1,2015,0,2.2,73,68,1010.5,0.0,0,7717,2
207,20150616,19,6,16,1,2015,0,2.625,73,68,1010.2,0.0,0,6759,2
206,20150616,20,6,16,1,2015,0,4.0,77,68,1009.7,0.0,0,5640,2
205,20150616,21,6,16,1,2015,3,2.43333333333333,76,69,1009.0,0.0,0,5922,2
204,20150616,22,6,16,1,2015,2,1.93333333333333,73,70,1009.8,0.0,0,5924,2
203,20150617,0,6,17,2,2015,3,6.0,76,71,1010.9,0.0,0,4275,1
202,20150617,2,6,17,2,2015,5,10.0,76,60,1013.1,0.0,0,1188,0
201,20150617,4,6,17,2,2015,3,10.0,74,60,1014.1,0.0,0,687,0
200,20150617,5,6,17,2,2015,0,10.0,73,60,1014.5,0.0,0,971,0
199,20150617,7,6,17,2,2015,3,10.0,71,60,1015.3,0.0,0,2819,1
198,20150617,8,6,17,2,2015,0,10.0,70,59,1015.7,0.0,0,4235,1
197,20150617,10,6,17,2,2015,6,10.0,70,60,1017.7,0.0,0,4028,1
196,20150617,11,6,17,2,2015,9,10.0,71,57,1018.3,0.0,0,3359,1
195,20150617,12,6,17,2,2015,7,10.0,72,58,1018.9,0.0,0,3353,1
194,20150617,13,6,17,2,2015,6,4.53333333333333,74,57,1019.7,0.0,0,3369,1
193,20150617,15,6,17,2,2015,6,10.0,76,55,1020.2,0.0,0,3982,1
192,20150617,16,6,17,2,2015,6,10.0,79,57,1020.2,0.0,0,4397,1
191,20150617,17,6,17,2,2015,6,10.0,81,56,1020.5,0.0,0,5191,1
190,20150617,18,6,17,2,2015,0,10.0,77,57,1020.1,0.0,0,6241,2
189,20150617,19,6,17,2,2015,5,10.0,76,59,1019.9,0.0,0,7271,2
188,20150617,20,6,17,2,2015,2,10.0,74,58,1020.0,0.0,0,6551,2
187,20150617,21,6,17,2,2015,0,10.0,73,59,1020.0,0.0,0,6079,2
186,20150617,22,6,17,2,2015,0,8.0,71,57,1019.8,0.0,0,6343,2
185,20150617,23,6,17,2,2015,0,10.0,70,57,1019.5,0.0,0,6088,2
184,20150618,1,6,18,3,2015,5,10.0,67,58,1019.8,0.0,0,2277,0
183,20150618,2,6,18,3,2015,6,10.0,67,58,1020.0,0.0,0,1281,0
182,20150618,3,6,18,3,2015,1,10.0,67,59,1020.5,0.0,0,833,0
181,20150618,6,6,18,3,2015,2,10.0,66,58,1020.1,0.0,0,1697,0
180,20150618,7,6,18,3,2015,2,10.0,65,56,1019.5,0.0,0,3059,1
179,20150618,8,6,18,3,2015,0,10.0,65,56,1019.4,0.0,0,4451,1
178,20150618,12,6,18,3,2015,4,10.0,66,57,1019.6,0.0,0,3719,1
177,20150618,15,6,18,3,2015,4,10.0,67,59,1018.8,0.0,0,4341,1
176,20150618,16,6,18,3,2015,4,10.0,69,59,1018.4,0.0,0,4990,1
175,20150618,17,6,18,3,2015,5,10.0,69,59,1017.9,0.0,0,5595,2
174,20150618,18,6,18,3,2015,5,10.0,69,58,1017.3,0.0,0,6618,2
173,20150618,19,6,18,3,2015,3,10.0,68,60,1016.6,0.0,0,7075,2
172,20150618,20,6,18,3,2015,6,10.0,67,60,1016.4,0.0,0,6430,2
171,20150618,21,6,18,3,2015,5,10.0,68,60,1015.9,0.0,0,6428,2
170,20150618,22,6,18,3,2015,2,9.1,67,60,1014.9,0.0,0,6945,2
169,20150618,23,6,18,3,2015,0,9.1,68,60,1014.9,0.0,0,6630,2
168,20150619,5,6,19,4,2015,0,10.0,67,61,1014.0,0.0,0,1308,0
167,20150619,6,6,19,4,2015,1,10.0,68,61,1013.7,0.0,0,1766,0
166,20150619,8,6,19,4,2015,6,10.0,69,62,1012.2,0.0,0,4049,1
165,20150619,9,6,19,4,2015,6,10.0,69,62,1012.1,0.0,0,4818,1
164,20150619,11,6,19,4,2015,0,7.0,70,64,1011.8,0.0,0,3634,1
163,20150619,14,6,19,4,2015,3,9.1,75,66,1012.5,0.0,0,4041,1
162,20150619,15,6,19,4,2015,0,9.1,77,67,1012.9,0.0,0,4579,1
161,20150619,17,6,19,4,2015,8,10.0,83,64,1012.8,0.0,0,5590,2
160,20150619,18,6,19,4,2015,0,10.0,84,63,1012.3,0.0,0,6190,2
159,20150619,19,6,19,4,2015,6,10.0,84,62,1012.5,0.0,0,6398,2
158,20150619,20,6,19,4,2015,6,10.0,84,62,1012.1,0.0,0,6233,2
157,20150619,21,6,19,4,2015,7,10.0,84,63,1012.7,0.0,0,6174,2
156,20150619,22,6,19,4,2015,8,10.0,83,63,1012.8,0.0,0,6503,2
155,20150619,23,6,19,4,2015,6,10.0,82,61,1013.1,0.0,0,7547,2
154,20150620,0,6,20,5,2015,3,10.0,81,60,1013.6,0.0,0,7335,2
153,20150620,1,6,20,5,2015,3,10.0,78,61,1014.1,0.0,0,5893,2
152,20150620,4,6,20,5,2015,5,10.0,77,57,1015.8,0.0,0,2543,0
151,20150620,5,6,20,5,2015,7,10.0,74,57,1016.1,0.0,0,1535,0
150,20150620,9,6,20,5,2015,11,10.0,69,51,1017.1,0.0,0,2367,0
149,20150620,10,6,20,5,2015,12,10.0,68,50,1017.7,0.0,0,3129,1
148,20150620,11,6,20,5,2015,8,10.0,67,51,1018.0,0.0,0,3737,1
147,20150620,12,6,20,5,2015,8,10.0,67,51,1018.6,0.0,0,4290,1
146,20150620,13,6,20,5,2015,9,10.0,67,52,1018.9,0.0,0,4663,1
145,20150620,14,6,20,5,2015,7,10.0,68,53,1018.9,0.0,0,4285,1
144,20150620,15,6,20,5,2015,5,10.0,67,54,1018.7,0.0,0,4307,1
143,20150620,17,6,20,5,2015,3,3.0,66,60,1018.6,0.0,0,6119,2
142,20150620,18,6,20,5,2015,7,6.5,65,60,1018.0,0.0,0,5687,2
141,20150620,19,6,20,5,2015,3,7.0,66,61,1018.1,0.0,0,6137,2
140,20150620,20,6,20,5,2015,5,7.0,68,62,1017.5,0.0,0,5737,2
139,20150620,21,6,20,5,2015,3,4.33333333333333,68,63,1016.6,0.0,0,5338,1
138,20150620,22,6,20,5,2015,3,4.0,69,65,1015.7,0.0,0,5632,2
137,20150620,23,6,20,5,2015,3,4.0,69,65,1015.7,0.0,0,6566,2
136,20150621,0,6,21,6,2015,3,4.0,69,64,1015.1,0.0,0,6650,2
135,20150621,1,6,21,6,2015,4,3.0,68,64,1014.2,0.0,0,5666,2
134,20150621,2,6,21,6,2015,5,3.0,69,64,1014.1,0.0,0,5205,1
133,20150621,6,6,21,6,2015,4,2.5,72,69,1010.4,0.0,0,1113,0
132,20150621,7,6,21,6,2015,1,2.83333333333333,72,70,1009.6,0.0,0,1142,0
131,20150621,8,6,21,6,2015,5,2.5,72,69,1008.3,0.0,0,1379,0
130,20150621,9,6,21,6,2015,1,1.76666666666667,72,69,1008.0,0.0,0,2068,0
129,20150621,11,6,21,6,2015,2,1.15,72,69,1006.6,0.0,0,3654,1
128,20150621,15,6,21,6,2015,8,10.0,77,71,1005.7,0.0,0,4390,1
127,20150621,16,6,21,6,2015,8,10.0,82,68,1005.6,0.0,0,4374,1
126,20150621,18,6,21,6,2015,6,10.0,84,66,1006.0,0.0,0,5091,1
125,20150621,22,6,21,6,2015,5,10.0,85,66,1006.1,0.0,0,4559,1
124,20150621,23,6,21,6,2015,5,10.0,78,67,1007.2,0.0,0,4247,1
123,20150622,1,6,22,0,2015,6,10.0,82,66,1008.0,0.0,0,1840,0
122,20150622,2,6,22,0,2015,6,3.7,78,68,1008.7,0.0,0,926,0
121,20150622,3,6,22,0,2015,1,6.5,73,70,1009.0,0.0,0,550,0
120,20150622,4,6,22,0,2015,3,9.1,73,70,1009.7,0.0,0,713,0
119,20150622,6,6,22,0,2015,6,10.0,73,68,1010.3,0.0,0,1846,0
118,20150622,7,6,22,0,2015,6,10.0,72,66,1010.6,0.0,0,2814,1
117,20150622,8,6,22,0,2015,7,10.0,72,64,1011.2,0.0,0,3903,1
116,20150622,10,6,22,0,2015,6,10.0,71,62,1012.6,0.0,0,3479,1
115,20150622,11,6,22,0,2015,3,10.0,72,60,1013.5,0.0,0,2994,1
114,20150622,12,6,22,0,2015,7,10.0,72,61,1014.0,0.0,0,2982,1
113,20150622,14,6,22,0,2015,0,10.0,76,58,1015.0,0.0,0,3171,1
112,20150622,18,6,22,0,2015,6,10.0,85,58,1014.7,0.0,0,4675,1
111,20150622,21,6,22,0,2015,3,10.0,84,62,1014.4,0.0,0,4475,1
110,20150622,22,6,22,0,2015,7,10.0,85,61,1014.0,0.0,0,4706,1
109,20150623,0,6,23,1,2015,6,10.0,85,60,1014.0,0.0,0,2897,1
108,20150623,1,6,23,1,2015,0,10.0,84,62,1014.6,0.0,0,1719,0
107,20150623,2,6,23,1,2015,6,10.0,84,61,1015.3,0.0,0,930,0
106,20150623,3,6,23,1,2015,6,10.0,82,59,1015.1,0.0,0,659,0
105,20150623,5,6,23,1,2015,5,10.0,78,59,1014.1,0.0,0,959,0
104,20150623,8,6,23,1,2015,5,9.1,76,65,1013.9,0.0,0,4154,1
103,20150623,9,6,23,1,2015,6,9.1,76,65,1013.7,0.0,0,4896,1
102,20150623,11,6,23,1,2015,5,8.0,76,68,1013.3,0.0,0,3489,1
101,20150623,17,6,23,1,2015,6,10.0,87,68,1009.7,0.0,0,5014,1
100,20150623,18,6,23,1,2015,7,9.1,89,71,1008.6,0.0,0,7093,2
99,20150623,19,6,23,1,2015,8,8.0,87,72,1008.9,0.0,0,8620,3
98,20150623,20,6,23,1,2015,8,8.0,88,69,1008.0,0.0,0,7172,2
97,20150623,21,6,23,1,2015,7,9.1,88,70,1007.5,0.0,0,5970,2
96,20150623,22,6,23,1,2015,3,9.1,88,71,1006.7,0.0,0,5986,2
95,20150624,0,6,24,2,2015,8,8.0,81,73,1007.4,0.0,0,3534,1
94,20150624,2,6,24,2,2015,3,10.0,81,69,1008.7,0.0,0,1205,0
93,20150624,4,6,24,2,2015,5,10.0,78,68,1010.8,0.0,0,684,0
92,20150624,6,6,24,2,2015,9,10.0,74,57,1012.6,0.0,0,1633,0
91,20150624,7,6,24,2,2015,3,10.0,72,56,1012.6,0.0,0,2741,1
90,20150624,8,6,24,2,2015,5,10.0,70,55,1013.3,0.0,0,4094,1
89,20150624,9,6,24,2,2015,6,10.0,69,54,1013.8,0.0,0,4767,1
88,20150624,10,6,24,2,2015,6,10.0,68,54,1014.7,0.0,0,4006,1
87,20150624,14,6,24,2,2015,7,10.0,73,56,1016.1,0.0,0,3543,1
86,20150624,15,6,24,2,2015,7,10.0,76,56,1016.2,0.0,0,3926,1
85,20150624,16,6,24,2,2015,0,10.0,81,57,1016.0,0.0,0,4450,1
84,20150624,17,6,24,2,2015,9,10.0,81,53,1015.8,0.0,0,4964,1
83,20150624,18,6,24,2,2015,6,10.0,81,53,1015.4,0.0,0,5926,2
82,20150624,19,6,24,2,2015,5,10.0,82,55,1015.3,0.0,0,6516,2
81,20150624,20,6,24,2,2015,3,10.0,82,56,1015.0,0.0,0,5887,2
80,20150624,21,6,24,2,2015,6,10.0,82,54,1015.0,0.0,0,5991,2
79,20150624,22,6,24,2,2015,6,10.0,83,55,1015.3,0.0,0,6544,2
78,20150624,23,6,24,2,2015,6,10.0,82,53,1015.5,0.0,0,6278,2
77,20150625,0,6,25,3,2015,0,10.0,80,52,1015.5,0.0,0,4684,1
76,20150625,4,6,25,3,2015,0,10.0,75,49,1017.0,0.0,0,766,0
75,20150625,5,6,25,3,2015,3,10.0,73,48,1017.3,0.0,0,1083,0
74,20150625,6,6,25,3,2015,0,10.0,72,47,1017.2,0.0,0,1733,0
73,20150625,7,6,25,3,2015,5,10.0,70,48,1016.9,0.0,0,2907,1
72,20150625,8,6,25,3,2015,6,10.0,70,48,1016.8,0.0,0,4259,1
71,20150625,9,6,25,3,2015,0,10.0,67,49,1016.9,0.0,0,4926,1
70,20150625,11,6,25,3,2015,3,10.0,67,49,1018.2,0.0,0,3401,1
69,20150625,12,6,25,3,2015,0,10.0,69,49,1018.4,0.0,0,3569,1
68,20150625,13,6,25,3,2015,0,10.0,73,49,1018.6,0.0,0,3382,1
67,20150625,14,6,25,3,2015,5,10.0,75,49,1018.5,0.0,0,3695,1
66,20150625,16,6,25,3,2015,5,10.0,81,50,1017.5,0.0,0,4607,1
65,20150625,17,6,25,3,2015,0,10.0,83,50,1016.8,0.0,0,5343,1
64,20150625,18,6,25,3,2015,3,10.0,79,52,1016.3,0.0,0,6062,2
63,20150625,19,6,25,3,2015,5,10.0,80,54,1015.7,0.0,0,7035,2
62,20150625,20,6,25,3,2015,8,10.0,78,55,1015.3,0.0,0,6812,2
61,20150625,21,6,25,3,2015,6,10.0,78,53,1015.4,0.0,0,7144,2
60,20150625,22,6,25,3,2015,3,10.0,78,54,1015.1,0.0,0,7663,2
59,20150625,23,6,25,3,2015,5,10.0,79,52,1014.9,0.0,0,7398,2
58,20150626,0,6,26,4,2015,6,10.0,76,55,1015.0,0.0,0,5943,2
57,20150626,1,6,26,4,2015,5,10.0,76,56,1015.2,0.0,0,3458,1
56,20150626,5,6,26,4,2015,0,10.0,73,61,1014.3,0.0,0,1352,0
55,20150626,6,6,26,4,2015,0,10.0,72,60,1013.9,0.0,0,1787,0
54,20150626,12,6,26,4,2015,5,10.0,73,57,1013.8,0.0,0,3593,1
53,20150626,13,6,26,4,2015,6,10.0,73,57,1014.2,0.0,0,3553,1
52,20150626,14,6,26,4,2015,13,10.0,73,58,1014.3,0.0,0,3739,1
51,20150626,16,6,26,4,2015,11,10.0,74,55,1015.4,0.0,0,4569,1
50,20150626,18,6,26,4,2015,7,10.0,80,55,1014.9,0.0,0,5628,2
49,20150626,19,6,26,4,2015,6,10.0,79,57,1014.7,0.0,0,6413,2
48,20150626,20,6,26,4,2015,8,10.0,79,55,1014.7,0.0,0,6135,2
47,20150626,21,6,26,4,2015,5,10.0,77,56,1014.9,0.0,0,6016,2
46,20150626,22,6,26,4,2015,0,10.0,77,60,1015.3,0.0,0,6626,2
45,20150626,23,6,26,4,2015,6,10.0,76,60,1016.0,0.0,0,7675,2
44,20150627,0,6,27,5,2015,6,10.0,73,59,1016.6,0.0,0,7919,2
43,20150627,1,6,27,5,2015,0,10.0,71,59,1017.1,0.0,0,6665,2
42,20150627,4,6,27,5,2015,3,10.0,70,60,1018.5,0.0,0,3047,1
41,20150627,7,6,27,5,2015,0,10.0,68,59,1018.5,0.0,0,1371,0
40,20150627,8,6,27,5,2015,3,10.0,68,59,1018.5,0.0,0,1771,0
39,20150627,9,6,27,5,2015,3,10.0,69,58,1018.6,0.0,0,2318,0
38,20150627,11,6,27,5,2015,0,10.0,68,57,1019.9,0.0,0,3488,1
37,20150627,15,6,27,5,2015,5,10.0,69,48,1019.0,0.0,0,5240,1
36,20150627,16,6,27,5,2015,6,10.0,69,49,1019.0,0.0,0,6979,2
35,20150627,17,6,27,5,2015,7,10.0,70,49,1019.1,0.0,0,8381,3
34,20150627,18,6,27,5,2015,8,10.0,69,51,1019.3,0.0,0,8922,3
33,20150627,19,6,27,5,2015,7,10.0,69,53,1018.8,0.0,0,9597,3
32,20150627,20,6,27,5,2015,9,8.0,65,55,1018.2,0.0,0,9907,3
31,20150627,21,6,27,5,2015,8,3.5,61,56,1017.0,0.0,0,10319,3
30,20150627,22,6,27,5,2015,8,5.5,60,56,1016.9,0.0,0,10781,3
29,20150627,23,6,27,5,2015,10,3.2,60,57,1015.7,0.0,0,10516,3
28,20150628,0,6,28,6,2015,10,2.66666666666667,60,56,1015.5,0.0,0,9879,3
27,20150628,1,6,28,6,2015,9,2.625,59,56,1014.2,0.0,0,7758,2
26,20150628,2,6,28,6,2015,8,2.66666666666667,59,56,1013.0,0.0,0,5575,2
25,20150628,3,6,28,6,2015,11,4.625,60,57,1012.4,0.0,0,3937,1
24,20150628,5,6,28,6,2015,12,2.9,62,59,1009.6,0.0,0,1547,0
23,20150628,7,6,28,6,2015,10,4.0,64,61,1006.5,0.0,0,1193,0
22,20150628,11,6,28,6,2015,7,2.83333333333333,64,61,1004.6,0.0,0,3732,1
21,20150628,12,6,28,6,2015,6,4.0,63,60,1004.7,0.0,0,4191,1
20,20150628,15,6,28,6,2015,2,3.33333333333333,64,60,1004.4,0.0,0,4084,1
19,20150629,0,6,29,0,2015,6,10.0,72,59,1007.0,0.0,0,3479,1
18,20150629,1,6,29,0,2015,3,10.0,72,58,1007.2,0.0,0,1982,0
17,20150629,3,6,29,0,2015,6,10.0,72,58,1007.5,0.0,0,765,0
16,20150629,5,6,29,0,2015,10,10.0,70,57,1007.5,0.0,0,1408,0
15,20150629,6,6,29,0,2015,5,10.0,68,56,1007.7,0.0,0,1917,0
14,20150629,8,6,29,0,2015,5,10.0,65,54,1009.2,0.0,0,3696,1
13,20150629,12,6,29,0,2015,6,10.0,65,54,1011.5,0.0,0,2914,1
12,20150629,19,6,29,0,2015,6,10.0,74,55,1012.5,0.0,0,4791,1
11,20150629,20,6,29,0,2015,7,10.0,74,55,1012.7,0.0,0,4410,1
10,20150629,21,6,29,0,2015,3,10.0,76,55,1012.6,0.0,0,4445,1
9,20150629,23,6,29,0,2015,7,10.0,75,55,1012.9,0.0,0,4207,1
8,20150630,8,6,30,1,2015,0,10.0,70,57,1014.4,0.0,0,3905,1
7,20150630,9,6,30,1,2015,0,10.0,69,57,1014.2,0.0,0,4550,1
6,20150630,10,6,30,1,2015,0,10.0,68,58,1014.6,0.0,0,3684,1
5,20150630,11,6,30,1,2015,0,10.0,70,59,1014.8,0.0,0,3030,1
4,20150630,19,6,30,1,2015,5,10.0,80,58,1012.5,0.0,0,5874,2
3,20150630,20,6,30,1,2015,8,10.0,80,58,1012.4,0.0,0,5539,2
2,20150630,21,6,30,1,2015,7,10.0,76,61,1012.4,0.0,0,5684,2
1,20150630,22,6,30,1,2015,5,10.0,76,64,1011.9,0.0,0,5923,2
0,20150630,23,6,30,1,2015,7,10.0,75,65,1011.8,0.0,0,5468,2
